"Provider Name"," Number of Certified Beds"
"TOWNE HOUSE RETIREMENT COMMUNITY",32
"TOWNE SQUARE CARE OF PURYEAR",32
"TRANSITIONAL CARE SAINT THERESE",32
"UNITED TRANSITIONAL CARE CENTER",32
"VIBRA HOSPITAL OF NORTHERN CALIFORNIA D/P SNF",32
"VILLA HAVEN HEALTH AND REHABILITATION CENTER",32
"WARDE HEALTH CENTER",32
"WELLSPRINGS THERAPY CENTER OF GILBERT",32
"WILDEWOOD DOWNS",32
"WOODHAVEN RETIREMENT COMMUNITY",32
"AVANTARA GROTON",33
"BERKELEY SQUARE RETIREMENT CEN",33
"BETHANY HOME OF RHODE ISLAND",33
"CARLSBAD BY THE SEA",33
"CLOVER REST HOME",33
"D'YOUVILLE CARE FOR ADVANCED THERAPY",33
"EDGEWOOD REHAB & LIVING CTR",33
"EMBASSY OF SHENANGO VALLEY",33
"ESSENTIA HEALTH NORTHERN PINES MEDICAL CENTER",33
"FOUNTAINBLEAU LODGE",33
"FOUR SEASONS HEALTH CARE INC",33
"FRASER HEALTH CENTER",33
"GOOD SAMARITAN SOCIETY - PINE RIVER",33
"GRACE HOME INC.",33
"HARBOR'S EDGE",33
"HILLSBORO HOUSE NURSING HOME",33
"MILL MANOR CARE CENTER",33
"NORTHERN REGIONAL HOSPITAL",33
"OAK PARK PLACE OF NAKOMA",33
"ONEIDA COUNTY HOSPITAL & LONG TERM CARE FACILITY",33
"ONPOINTE TRANSITIONAL CARE AT TEXAS HEALTH ARLINGT",33
"PELICAN VALLEY HEALTH CENTER",33
"PIONEER NURSING HOME",33
"SEASONS HEALTHCARE",33
"SKY VIEW NURSING CENTER",33
"SOUTHERN INYO HOSPITAL D/P SNF",33
"SUMMIT HILLS SKILLED NURSING FACILITY",33
"WAKE ROBIN-LINDEN NURSING HOME",33
"WEIRTON MEDICAL CENTER",33
"WEST COVINA MEDICAL CENTER D/P SNF",33
"WILLOWBROOKE COURT SC CTR AT TRYON ESTATES",33
"WINNER REGIONAL HEALTHCARE CENTER",33
"ADVANCED HEALTH CARE OF COEUR D'ALENE LLC",34
"ADVANCED HEALTH CARE OF COLORADO SPRINGS",34
"ADVANCED HEALTH CARE OF LEWISTON",34
"AURORA BRULE NURSING HOME INC",34
"AVERA OAHE MANOR",34
"BOOKER REST HOME",34
"BRIGHTON PLACE NORTH",34
"CHERITH CARE CENTER AT WILLOW BROOK",34
"CHRISTIAN CARE CENTER",34
"COLFAX GENERAL LTC",34
"COLONIAL HAVEN",34
"COLONIAL NURSING CENTER OF ROCKFORD",34
"COLONNADES HEALTH CARE CENTER",34
"CRESTVIEW NURSING & RESIDENTIAL LIVING",34
"CUMMINGS HEALTH CARE FACILITY",34
"DESERT REGIONAL MEDICAL CENTER D/P SNF",34
"DOVE HEALTHCARE-SOUTH",34
"FAULKTON SENIOR LIVING",34
"GOOD SAMARITAN SOCIETY - WESTBROOK",34
"GOOD SAMARITAN SOCIETY NEW UNDERWOOD",34
"HAYES CONVALESCENT HOSPITAL",34
"HERITAGE OF ELMWOOD NH",34
"HOEGER HOUSE",34
"LAKEVIEW HEALTHCARE AND REHABILITATION CENTER",34
"MAGNOLIA PLACE NURSING AND REHABILITATION",34
"MAIN STREET CARE",34
"MERCY HARVARD HOSPITAL CARE CENTER",34
"MILTON HOME, THE",34
"MINERVA ELDERCARE CENTER",34
"MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL LTCU",34
"NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU)",34
"OAK TRACE",34
"OHIO LIVING SWAN CREEK",34
"PARK VIEW HAVEN NURSING HOME",34
"PARK VILLA",34
"PARKVIEW HOME",34
"PINE CREEK REHABILITATION AND NURSING",34
"RICEVILLE FAMILY CARE AND THERAPY CENTER",34
"RIVERSIDE HEALTHY LIVING COMMUNITY-SMITHFIELD",34
"RIVERSIDE NURSING CENTRE",34
"ROLLING HILLS CARE CENTER",34
"SCHLEICHER COUNTY MEDICAL CENTER",34
"SIGNATURE HEALTHCARE AT TANBARK REHAB & WELLNESS C",34
"ST FRANCIS HEALTH SERVICES",34
"ST GERARD'S COMMUNITY OF CARE",34
"ST ROSE CARE CENTER",34
"STACYVILLE COMMUNITY NURSING HOME",34
"STONEHENGE OF OREM",34
"SUMMIT HEALTH AND LIVING",34
"THE TERRACES AT SKYLINE",34
"TREMPEALEAU CTY HCC IMD",34
"WESTCHESTER VILLAGE OF LENEXA",34
"WILLOWBROOKE COURT SKILLED CARE AT EVERGREENS",34
"WILTON RETIREMENT COMMUNITY",34
"ABRAMSON SENIOR CARE AT LANKENAU MEDICAL CENTER",35
"AMERICAN LUTHERAN HOME-MONDOVI",35
"ANETA PARKVIEW HEALTH CTR",35
"ASPIRE OF SUTHERLAND",35
"BAILEY-BOUSHAY HOUSE",35
"BEL-AIR NURSING AND REHAB CENTER INC",35
"BOLIVAR MEDICAL CENTER LTC",35
"BRUCE COMMUNITY LIVING CENTER",35
"CALLAWAY GOOD LIFE CENTER, INC",35
"CHESHIRE HOME",35
"CISNE REHABILITATION & HEALTH CENTER",35
"ESKATON VILLAGE CARE CENTER",35
"FRANKLIN COUNTY TRANSITIONAL CARE",35
"GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE",35
"GIL-MOR MANOR",35
"GUNDERSEN TRI-COUNTY CARE CENTER",35
"HARMONEE HOUSE",35
"HILO MEDICAL CENTER",35
"IROQUOIS RESIDENT HOME, THE",35
"KAREN ACRES CARE CENTER",35
"KEOTA HEALTH CARE CENTER",35
"LAKE PARK RETIREMENT RESIDENCE",35
"LINCOLN HEALTH CARE CENTER",35
"LITTLE SISTERS OF THE POOR",35
"LITTLETON CARE AND REHABILITATION CENTER",35
"MADISON CARRIAGE COVE SHORT STAY REHABILITATION",35
"MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC",35
"MILPITAS CARE CENTER",35
"MYRTLE POINT CARE CENTER",35
"NARRAGUAGUS BAY HEALTH CARE FACILITY",35
"NEURORESTORATIVE 4 KIDS",35
"NEW BETHANY SKILLED NURSING",35
"OAK PARK PLACE OF JANESVILLE",35
"OAKLAND PARK COMMUNITIES",35
"PAUL OLIVER MEMORIAL HOSPITAL LTCU",35
"PONDEROSA VILLA",35
"PRAIRIE VIEW HEALTHCARE CENTER",35
"PRESBYTERIAN INTERCOMM HOSP DP/SNF",35
"RICHMOND POST ACUTE CARE",35
"ROANE GENERAL HOSPITAL",35
"SCOTTDALE HEALTHCARE AND REHABILITATION CENTER",35
"SIERRA VIEW MEDICAL CENTER",35
"THE VILLAGE AT GLEANNLOCH FARMS",35
"TRANSITIONAL CARE SERVICES AT MERCY MEDICAL CENTER",35
"TUG VALLEY ARH SKILLED NURSING FACILITY",35
"VALLEY CARE AND REHAB LLC",35
"ADMIRAL AT THE LAKE, THE",36
"BANCROFT HEALTHCARE CENTER",36
"BEAR LAKE MEMORIAL SKILLED NURSING FACILITY",36
"BERKELEY PINES SKILLED NURSING CENTER",36
"BERMUDA VILLAGE RETIREMENT CENTER",36
"BETHESDA OF BERESFORD",36
"BIG HORN SENIOR LIVING",36
"BRIO OF JOHNSTON, LLC",36
"CANYONLANDS CARE CENTER",36
"CHI HEALTH ST FRANCIS",36
"CHILDRENS COMPREHENSIVE CARE CENTER INC",36
"CLARKFIELD CARE CENTER",36
"COPPER HEALTH ORO VALLEY",36
"DAWSON PLACE",36
"DEPT OF STATE HOSPITALS - NAPA D/P SNF",36
"ELIZABETH CARE CENTER",36
"GARDEN VIEW CARE CENTER",36
"GARDEN VIEW CARE CENTER OF CHESTERFIELD",36
"GREENWOOD NURSING & REHABILITATION CENTER",36
"HEMINGFORD COMMUNITY CARE CENTER",36
"HICKORY CREEK AT COLUMBUS",36
"HICKORY CREEK AT CONNERSVILLE",36
"HICKORY CREEK AT CRAWFORDSVILLE",36
"HICKORY CREEK AT FRANKLIN",36
"HICKORY CREEK AT GREENSBURG",36
"HICKORY CREEK AT HUNTINGTON",36
"HICKORY CREEK AT KENDALLVILLE",36
"HICKORY CREEK AT MADISON",36
"HICKORY CREEK AT PERU",36
"HICKORY CREEK AT ROCHESTER",36
"HICKORY CREEK AT SCOTTSBURG",36
"HICKORY CREEK AT WINAMAC",36
"HILLCREST CARE CENTER",36
"JEFFERSON PLACE",36
"JUDSON PARK",36
"KATAHDIN NURSING HOME",36
"KINGDOM CARE SENIOR LIVING LLC",36
"LEA HILL REHABILITATION AND CARE CENTER",36
"LINCOLN COUNTY CARE CENTER",36
"LINCOLN PARK MANOR INC",36
"LITTLE BROOK NURSING AND CONVALESCENT HOME",36
"LOGAN MANOR COMMUNITY HEALTH SERVICES",36
"MAPLE RIDGE REHABILITATION AND NURSING",36
"MILL CREEK",36
"MINNEOLA DISTRICT HOSPITAL LTCU",36
MIRADOR,36
"NAPOLEON CARE CENTER",36
"NELSON MANOR",36
"NEURORESTORATIVE COLORADO",36
"PROCTOR COM HSP SK N CENTER",36
"RIVERVIEW ESTATES",36
"SANDSTONE HEIGHTS",36
"SERENETHOS CARE CENTER, LLC",36
"SINGING RIVER SKILLED NURSING FACILITY",36
"SOLOMON VALLEY MANOR",36
"SPRINGS AT WATERMARK EAST HILL, THE",36
"THE LIGHTHOUSE AT LAKESIDE VILLAGE",36
"VALLEY VIEW CARE CENTER",36
"VANCREST OF PAYNE",36
"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",36
"VIA CHRISTI VILLAGE MCLEAN, INC",36
"VILLAGE AT PENN STATE,  THE",36
"VILLAGE OF THE FALLS",36
"WATERS EDGE HEALTH AND REHABILITATION",36
"WAUNETA CARE AND THERAPY CENTER",36
"WEBSTER HEALTH SERVICES NURSING FACILTY",36
"WESTY COMMUNITY CARE HOME",36
"WHITTIER NURSING AND WELLNESS CENTER, INC",36
"ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C",37
"AMERICAN LUTHERAN HOME-MENOMONIE",37
"AUBURN HOME IN WACONIA",37
"AVONDALE VILLA POST-ACUTE",37
"BONNIE BLUEJACKET MEMORIAL NURSING HOME",37
"BROOKING PARK",37
"CHESTNUT GRN HLTH CTR BLAKEHUR",37
"CHILDRENS HC ORG NO CA SARATOGA PEDIATRIC SUBACUTE",37
"CLINTON MANOR LIVING CENTER",37
"CLYDE NURSING CENTER",37
"COLONIAL MANOR NURSING HOME",37
"CORE OF BEDFORD",37
"COVENANT VILLAGE OF THE GREAT LAKES",37
"CROWLEY COUNTY NURSING CENTER",37
"EVANSVILLE CARE CENTER",37
"GOOD SAMARITAN SOCIETY CORSICA",37
"GOOD SAMARITAN SOCIETY SCOTLAND",37
"HARVARD REST HAVEN",37
"HIGHMORE HEALTH",37
"JULIETTE MANOR",37
"KADIMA REHABILITATION & NURSING AT LUZERNE",37
"LEISURE HOMESTEAD AT STAFFORD",37
"LITTLE COTTONWOOD REHABILITATION AND NURSING",37
"MATHER EVANSTON, THE",37
"MCGIVNEY HEALTH CARE CENTER",37
"MINERS COLFAX MEDICAL CENTER",37
"MONTELLO MANOR",37
"NORTH OAKS COMMUNITIES",37
"NORTH SHORE HEALTH",37
"NORTHVILLE MANOR",37
"OAKVIEW TERRACE",37
"PARK PLACE CHRISTIAN COMMUNITY",37
"PARKVIEW MANOR NURSING HOME",37
"PEMBILIER NURSING CENTER",37
"PIGEON FALLS HCC",37
"POMPERAUG WOODS HEALTH CENTER",37
"PRAIRIE ESTATES CARE CENTER",37
"ROOKS CO SENIOR SERVICES INC DBA REDBUD VILLAGE",37
"SMITH HEALTH CARE LTD",37
"TAHOE FOREST HOSPITAL D/P SNF",37
"TITONKA CARE CENTER",37
"TREGO CO-LEMKE MEMORIAL HOSPITAL LTCU",37
"UNIVERSITY RETIREMENT COMMUNITY AT DAVIS",37
"WAKONDA HERITAGE MANOR",37
"WALKER METHODIST WESTWOOD RIDGE II",37
"ABERDEEN HEIGHTS",38
"ADVANCE HEALTH CARE OF SCOTTSDALE",38
"ADVANCED HEALTH CARE OF HENDERSON",38
"ADVANCED HEALTH CARE OF LAS VEGAS",38
"ADVANCED HEALTH CARE OF OVERLAND PARK",38
"ADVANCED HEALTH CARE OF PARADISE",38
"ADVANCED HEALTH CARE OF SUMMERLIN",38
"ADVANCED HEALTHCARE OF MESA",38
"ARMOUR OAKS SENIOR LIVING COMMUNITY",38
"ASHTON MEMORIAL  LIVING CENTER",38
"ASPEN RIDGE TRANSITIONAL REHAB",38
"ASPEN RIDGE WEST TRANSITIONAL REHAB",38
"BLOOMINGTON NURSING AND REHABILITATION CENTER",38
"BROOKRIDGE RETIREMENT COMMUNITY",38
"CALIFORNIA PACIFIC MEDICAL CTR- DAVIES CAMPUS HOSP",38
"CENTERVILLE CARE AND REHAB CENTER INC",38
"CHEYENNE MANOR",38
"CLARK-LINDSEY VILLAGE",38
"DEVONSHIRE OAKS NURSING CENTER",38
"DUMONT WELLNESS CENTER",38
"ESSEX NURSING AND REHABILITATION CENTER",38
"F W HUSTON MEDICAL CENTER",38
"FIVE COUNTIES NURSING HOME",38
"GOOD SAMARITAN SOCIETY - LAKOTA",38
"HAMMOND-HENRY DISTRICT HSP",38
"HEARTLAND CARE CENTER",38
"HERITAGE OF EMERSON",38
"HERON POINT OF CHESTERTOWN",38
"HILLSDALE HOSPITAL MCGUIRE AND MACRITCHIE LTCU",38
"HOPE HEALTH AND REHAB",38
"ISLAND NURSING HOME & CARE CTR",38
"KINDRED HOSPITAL BREA D/P SNF",38
"LAURENS CARE CENTER",38
"LINN MANOR CARE CENTER",38
"LITTLE SISTERS OF THE POOR",38
"LOCUST GROVE VILLAGE",38
"MID-VALLEY HEALTH CARE CENTER",38
"NORTHRIDGE VILLAGE",38
"ODEBOLT SPECIALTY CARE",38
"ORCHARD PARK REHAB & LIVING",38
"PARKSIDE LUTHERAN HOME",38
"PARKVIEW CARE CENTER",38
"PLYMOUTH SQUARE",38
"PRESTON RESIDENCE",38
"SEDGEWOOD MANOR HEALTH CARE CENTER",38
"ST LUKE'S ELMORE LONG TERM CARE",38
"STONERIDGE HEALTH CARE, LLC",38
"SUNNY KNOLL CARE CENTRE",38
"SUNTERRA SPRINGS DARDENNE PRAIRIE",38
"SUNTERRA SPRINGS INDEPENDENCE",38
"SUNTERRA SPRINGS SPRINGFIELD",38
"THE GROVE CARE AND WELLNESS",38
"THE SPRINGS AT THE FOUNTAINS",38
"WESTHILLS VILLAGE HEALTH CARE FACILITY",38
"WISNER CARE CENTER",38
"AVALON CARE CENTER - OTHELLO LLC",39
"BEDFORD SPECIALTY CARE",39
"BUCHANAN COUNTY HEALTH CENTER",39
"CEDAR HILL HEALTH CARE CENTER",39
"CHRISTIAN HEALTH CENTER",39
"CLARK RETIREMENT COMMUNITY",39
"COASTAL MANOR",39
"COMMUNITY HOSPITAL ONAGA LTCU",39
"CONCORDIA MANOR",39
"CORRECTIONVILLE SPECIALTY CARE",39
"GENOA COMMUNITY HOSPITAL/LTC",39
"GOOD SAMARITAN SOCIETY - LYONS",39
"GREAT RIVER CARE CENTER",39
"GUY AND MARY FELT MANOR, INC",39
"HARDIN HOME",39
"HATTON PRAIRIE VILLAGE",39
"HELEN NEWBERRY JOY HOSPITAL LTCU",39
"HERITAGE NURSING AND REHABILITATION COMMUNITY",39
"HILLCREST NURSING AND REHABILITATION COMMUNITY",39
"HILLVIEW NURSING & REHABILITATION",39
"INN AT FREEDOM VILLAGE, THE",39
"JAMIESON NURSING HOME",39
"JEFFERSON COMMUNITY HEALTH & LIFE GARDENSIDE",39
"KADIMA REHABILITATION & NURSING AT PALMYRA",39
"LINCOLN HAVEN NURSING & REHAB COMMUNITY",39
"LODGE AT LANE (THE)",39
"LOS ANGELES COMM HOSPITAL",39
"MARLETTE COMM HOSP LTCU",39
"MARQUIS AUTUMN HILLS MEMORY CARE",39
"MCKENZIE COUNTY HEALTHCARE SYSTEMS LONG TERM CARE",39
"MECHANICSVILLE SPECIALTY CARE",39
"MEDILODGE OF GREEN VIEW",39
"MEDILODGE OF HILLMAN",39
"MEDILODGE OF KALAMAZOO",39
"MEDILODGE OF PLYMOUTH",39
"MEDILODGE OF STERLING",39
"MEMORIAL HEALTHCARE CENTER LTC",39
"MENOMINEE HEALTH SERVICES",39
"MERCYONE OELWEIN SENIOR CARE",39
"MINNEWASKA COMMUNITY HEALTH SERVICES",39
"MISSION POINT NSG & PHY REHAB CTR OF CRANBROOK",39
"MISSION POINT NSG & PHY REHAB CTR OF ROSCOMMON",39
"MISSION POINT NSG & PHYSICAL REHAB CTR OF LAMONT",39
"MORGANTOWN HEALTH CARE",39
"MUNSON HEALTHCARE CRAWFORD CONTINUING CARE CENTER",39
"NELSON COUNTY HEALTH SYSTEM CARE CENTER",39
"NORTHWEST HOSP. CTR. SUB. UNIT",39
"PLAINVIEW MANOR",39
"PLAINWELL PINES NURSING AND REHABILITATION COMMUNI",39
"REGENCY MANOR NURSING & REHABILITATION CENTER",39
"RETAMA MANOR HEALTH AND REHABILITATION CENTER/RIO",39
"RIVERSIDE HEALTHCARE CENTER",39
"ROOSEVELT PARK NURSING AND REHABILITATION COMMUNIT",39
"ROUBAL CARE AND REHAB CENTER",39
"SAVANNAH COVE",39
"SAVOY NURSING & REHAB CTR",39
"SPECTRUM HEALTH REHAB & NSG CTRS-UNITED HOSPITAL",39
"STATE CENTER SPECIALTY CARE",39
"TEKAKWITHA LIVING CENTER",39
"THE GARDENS",39
"THE NEIGHBORHOODS OF WHITE LAKE",39
"TOBACCO ROOT MOUNTAINS CARE CENTER",39
"WELLSPRING LUTHERAN SERVICES",39
"ADAMSPLACE, LLC",40
"ADVINIA CARE AT OF NAPLES",40
"AHC HEALTHCARE OF SACRAMENTO",40
"ASPIRE OF PRIMGHAR",40
"AVALON HEALTH CARE CENTER AT STONERIDGE",40
"AVANTARA IPSWICH",40
"AVON NURSING HOME L L C",40
"AWE KUALAWAACHE CARE CENTER",40
"BARNSDALL NURSING HOME",40
"BETHESDA HOME",40
"BIGFORK VALLEY COMMUNITIES",40
"BLUE MOUNTAIN CARE CENTER",40
"BUENA VISTA HEALTHCARE",40
"BUTTE SENIOR LIVING",40
"CAMILIA ROSE CARE CENTER LLC",40
"CARLYLE PLACE",40
"CEDAR RIDGE VILLAGE",40
"CENTRAL HEALTH CARE",40
"CHAPMAN VALLEY MANOR",40
"CHERRY RIDGE OF CASCADIA",40
"CHRISTIAN COMMUNITY HOME OF OSCEOLA, INC",40
"COLBY OPERATOR, LLC",40
"COLONIAL VILLAGE",40
"COLUMBIA CARE CENTER",40
"CONTINUING CARE AT LANTERN HILL",40
"CORNERSTONE CARE OPTION",40
"CORNING SPECIALTY CARE",40
"CORONA REGIONAL MEDICAL CENTER D/P SNF",40
"COTTONWOOD INN REHAB AND EXTENDED CARE CENTER",40
"CREST HAVEN CARE CENTRE",40
"DANVILLE CARE CENTER",40
"DUNKIRK REHABILITATION & NURSING CENTER",40
"EASTCASTLE PL BRADFORD TER CONV CTR",40
"EDEN REHABILITATION NURSING CENTER",40
"EDGEWATER, A WESLEYLIFE COMMUNITY",40
"EL DORADO MANOR NURSING HOME",40
"ELDORA SPECIALTY CARE",40
"ELKADER CARE CENTER",40
"ENTERPRISE ESTATES NURSING CENTER",40
"ESSENTIA HEALTH GRACE HOME",40
"EUCLID SUBACUTE CARE CENTER",40
"FAIRFIELD VILLAGE REHABILITATION",40
"FAIRVIEW MANOR",40
"FELLOWSHIP VILLAGE",40
"FRANKFORT COMMUNITY CARE HOME",40
"FRANKLIN RESTORATIVE CARE CENTER",40
"FRIENDS HOMES AT GUILFORD",40
GALEON,40
"GLEN ARDEN INC",40
"GLENDALE ADVENTIST MEDICAL CENTER DP/SNF",40
"GOOD SAMARITAN SOCIETY - ATWOOD",40
"GOOD SAMARITAN SOCIETY DE SMET",40
"GORDON COUNTRYSIDE CARE",40
"GRUNDY CARE CENTER",40
"HALE MALAMALAMA",40
"HAMILTON MANOR NURSING HOME",40
"HARBOR HILL CENTER",40
"HAYES RESIDENCE",40
"HICKMAN COMMUNITY NURSING HOME",40
"HOLY CROSS HEALTH CENTER",40
"HOMESTEAD HILLS",40
"HOT SPRINGS HEALTH & REHABILITATION CENTER",40
"INDIAN LAKE REHABILITATION CENTER",40
"INMAN HEALTHCARE",40
"JEANNE JUGAN RESIDENCE",40
"JEANNE JUGAN RESIDENCE",40
"JOB HAINES HOME FOR AGED PEOPL",40
"KEARNY COUNTY HOSPITAL LTCU",40
"KENDALL HOUSE WELLNESS & REHABILITATION",40
"KENNYBROOK VILLAGE",40
"LAKE PRINCE WOODS, INC",40
"LAKEVIEW TERRACE REHAB AND HEALTH CARE CENTER",40
"LATTA ROAD NURSING HOME EAST",40
"LATTA ROAD NURSING HOME WEST",40
"LAWRENCE PRESBYTERIAN MANOR",40
"LEGACY SQUARE",40
"LEGACY VILLAGE REHABILITATION",40
"LIFECARE GREENBUSH MANOR",40
"LINCOLNWOOD PLACE",40
"LINDEN WOODS VILLAGE",40
"LINDENGROVE MUKWONAGO",40
"LOTUS CARE CENTER",40
"LYNHURST HEALTHCARE",40
"MAINE VETERANS HOME - CARIBOU",40
"MARY'S MEADOW AT PROVIDENCE PLACE",40
"MEADOWBROOK OF BLACK RIVER FALLS",40
"MEDICALODGES COFFEYVILLE",40
"MEDICALODGES GIRARD",40
"MENARD MANOR",40
"MERCY HOME",40
"MERCYONE DYERSVILLE SENIOR CARE",40
"MESCALERO CARE CENTER",40
"MISSION CARE CENTER",40
"MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS LTCU",40
"MONTE VISTA GROVE HOMES",40
"MONTGOMERY PLACE",40
"MONUMENT HEALTH CUSTER CARE CENTER",40
"MOUNT HOPE NURSING CENTER",40
"MOUNT NOTRE DAME HEALTH CENTER",40
"MOUNTAIN VIEW NURSING HOME",40
NEURORESTORATIVE,40
"NORTHFIELD HOSPITAL LONG TERM CARE CENTER",40
"NORTHWOODS REHAB AND NURSING CENTER AT MORAVIA",40
"NOTTINGHAM HEALTH AND REHABILITATION",40
"NOTTINGHAM R H C F",40
"NURSING CENTER AT LA POSADA, THE",40
"OAKVIEW NURSING & REHABLITATION - MARION",40
"OAKWOOD VILLAGE EAST HEALTH AND REHAB CENTER",40
"ONAGA OPERATOR, LLC",40
"OSWEGO OPERATOR, LLC",40
"PARK VILLAGE HC NP LLC",40
"PARKSIDE MANOR",40
"PARKVIEW MANOR CARE CENTER",40
"PAUL L & MARTHA BARONE CARE CENTER",40
"PAYNESVILLE HEALTH CARE CENTER",40
"PIPER SHORES",40
"PRAIRIE MANOR CARE CENTER",40
"PRESBYTERIAN VILLAGE - ATHENS",40
"PROVIDENCE SEWARD MOUNTAIN HAVEN",40
"QHC HUMBOLDT SOUTH, LLC",40
"REGIONAL WEST GARDEN COUNTY NURSING HOME",40
"RENAISSANCE AT THE TERRACES",40
"RICHFIELD HEALTHCARE AND REHABILITATION CENTER",40
"RIVER'S BEND RETIREMENT COMMUNITY",40
"ROCKY MOUNTAIN CARE - RIVERTON",40
"ROYAL AT WAYLAND REHABILITATION AND NURSING CENTER",40
"SABETHA MANOR",40
"SANCTUARY AT THE WOODLANDS",40
"SARCOXIE NURSING CENTER",40
"SHEM CREEK NURSING AND REHAB",40
"SPIRITRUST LUTHERAN THE VILLAGE AT LUTHER RIDGE",40
"SPIRITRUST LUTHERAN THE VILLAGE AT UTZ TERRACE",40
"SPRING HARBOR AT GREEN ISLAND",40
"SPRING VALLEY HEALTH AND REHAB CENTER",40
"ST MARYS CENTER INC",40
"STERLING PARK HEALTH CARE CENTER",40
"STOKES COUNTY NURSING HOME",40
"TERRACE GLEN VILLAGE",40
"THE FOUNTAINS AT THE ALBEMARLE",40
"THE GARDENS AT DEPUGH",40
"THE GARDENS OF CEDAR RAPIDS",40
"THE MOORINGS AT LEWES",40
"THE SUMMIT OF BETTENDORF",40
"TIMOTHY DANIELS HOUSE",40
"TIPPAH COUNTY NURSING HOME",40
"TORRANCE MEMORIAL MED CTR SNF/DP",40
"TRUMAN SENIOR LIVING",40
"VALLEY HEALTH CARE CENTER",40
"VI AT AVENTURA",40
"VIRGINIA GAY HOSPITAL",40
"WAKEFIELD HEALTH CARE CENTER",40
"WASHINGTON COUNTY NURSING HOME",40
"WEDGEWOOD MANOR",40
"WESKOTA MANOR INC",40
"WESTERN HILLS HEALTHCARE RESIDENCE",40
"WESTMINSTER BALDWIN PARK",40
"WHISPERING CREEK",40
"WIBAUX COUNTY NURSING HOME",40
"WILLOW BROOKE COURT AT PARK POINTE VILLAGE",40
"WILLOWBROOKE CTSKDCARECTR AT FORTWASHINGTONESTATES",40
"WILSON CARE AND REHAB",40
"WOODLAND POND AT NEW PALTZ",40
"YATES OPERATOR, LLC",40
"ZEARING HEALTH CARE, LLC",40
"15 CRAIGSIDE",41
"ADVINIA CARE AT PROVINCETOWN",41
"ALCESTER CARE AND REHAB CENTER, INC",41
"ALPINE MEADOW REHABILITATION AND NURSING",41
"AVANTARA SALEM",41
"BEL VISTA HEALTHCARE CENTER",41
"BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER",41
"BOOKER HOSPITAL DISTRICT DBA:  TWIN OAKS MANOR",41
"BRIGHTON GARDENS OF TUCKERMAN LANE",41
"BROWNS VALLEY HEALTH CENTER",41
"CRA-MAR MEADOWS",41
"CREEKSIDE REHABILITATION AND NURSING",41
"DISCOVERY VILLAGE AT SOUTHLAKE",41
"FLOWER VILLA, INC",41
"GENEVA SHORES NURSING AND REHAB",41
"GLACIER CARE CENTER",41
"GOOD SAMARITAN SOCIETY CANTON",41
"GREEN LEA SENIOR LIVING",41
"GRIGGS COUNTY CARE CENTER",41
"JOHN MANCHIN SR HEALTH CARE CENTER",41
"KADIMA REHABILITATION & NURSING AT POTTSTOWN",41
"LAKE LODGE NURSING & REHABILITATION",41
"MADISON PARK HEALTHCARE",41
"MEADOW BROOK REHABILITATION AND NURSING",41
"MENNO-OLIVET CARE CENTER",41
"MISSION AT MAPLE SPRINGS",41
"MONTEZUMA SPECIALTY CARE",41
"MOUNTRAIL BETHEL HOME",41
"OCEAN PARK HEALTHCARE",41
"PARKVIEW HEALTHCARE CENTER",41
"PLEASANT VIEW HOME",41
"POWDER RIVER MANOR",41
"QUALITY LIFE SERVICES - WESTMONT",41
"QUERENCIA AT BARTON CREEK",41
"QUINN MEADOWS REHABILITATION AND CARE CENTER",41
"SEYMOUR REHABILITATION AND HEALTHCARE",41
"ST JOSEPH'S HOME FOR ELDERLY",41
"WELBROOK YUMA OPCO LLC",41
"WINDSOR PLACE SENIOR LIVING CAMPUS",41
"WINFIELD REST HAVEN II, LLC",41
"ACCURA HEALTHCARE OF SHENANDOAH",42
"ADVANCED HEALTH CARE OF RENO",42
"ALGOMA MEDICAL CENTER",42
"ARARAT CONVALESCENT HOSPITAL",42
"ARBOR CARE CENTERS-FRANKLIN LLC",42
"AVERA ROSEBUD COUNTRY CARE CENTER",42
"BAYSIDE MANOR LLC",42
"BOUNDARY WATERS CARE CENTER",42
"BROOKDALE SANTA CATALINA",42
"BROOKSIDE CARE STRATEGIES",42
"BUCKINGHAM'S CHOICE",42
"CENTERBURG RESPIRATORY & SPECIALTY REHAB CTR",42
"CLARKSVILLE SKILLED NURSING & REHAB CENTER",42
"COLONIAL MANORS OF COLUMBUS COMMUNITY",42
"COUNTRY POINTE",42
"CUMBERNAULD VILLAGE",42
"DELLS NURSING AND REHAB CENTER INC",42
"ELMS HEALTH CARE CENTER",42
"EXCEPTIONAL CARE FOR CHILDREN",42
"FAIR MEADOW NURSING HOME",42
"FOOTHILL REGIONAL MEDICAL CENTER D/P SNF",42
"GOOD SAMARITAN SOCIETY - GEORGE",42
"GOOD SAMARITAN SOCIETY - LARIMORE",42
